orderid,menuid,type,size
55155,3,entree,
55155,12,side,
55156,9,entree,
55156,15,side,
55157,9,entree,
55157,100,entree,
55157,3,entree,
55157,15,side,
55158,0,a la carte,medium
55159,2,entree,
55159,10,entree,
55159,10,entree,
55159,15,side,
55160,8,entree,
55160,10,entree,
55160,0,entree,
55160,15,side,
55161,1,entree,
55161,100,entree,
55161,13,side,
55162,3,entree,
55162,7,entree,
55162,14,side,
55163,2,entree,
55163,100,entree,
55163,11,entree,
55163,14,side,
55164,16,appetizer,
55165,37,bottle,
55166,18,appetizer,
55167,6,a la carte,small
55168,16,appetizer,
55169,5,entree,
55169,3,entree,
55169,10,entree,
55169,12,side,
55169,14,side,
55170,17,appetizer,
55171,34,drink,small
55172,1,a la carte,small
55173,2,entree,
55173,6,entree,
55173,14,side,
55174,5,entree,
55174,2,entree,
55174,15,side,
55175,3,entree,
55175,11,entree,
55175,8,entree,
55175,15,side,
55176,0,entree,
55176,12,side,
55177,23,drink,small
55178,18,appetizer,
55179,8,entree,
55179,5,entree,
55179,6,entree,
55179,14,side,
55179,15,side,
55180,16,appetizer,
55181,7,entree,
55181,15,side,
55182,24,drink,large
55183,30,drink,medium
55184,17,appetizer,
55185,37,bottle,
55186,35,bottle,
55187,5,entree,
55187,7,entree,
55187,14,side,
55188,6,entree,
55188,11,entree,
55188,15,side,
55189,9,entree,
55189,1,entree,
55189,8,entree,
55189,13,side,
55190,10,a la carte,small
55191,5,entree,
55191,0,entree,
55191,5,entree,
55191,15,side,
55192,18,appetizer,
55193,11,entree,
55193,2,entree,
55193,15,side,
55194,6,entree,
55194,11,entree,
55194,15,side,
55195,26,drink,medium
55196,37,bottle,
55197,6,a la carte,small
55198,10,entree,
55198,14,side,
55199,11,entree,
55199,12,side,
55200,5,entree,
55200,100,entree,
55200,0,entree,
55200,13,side,
55200,14,side,
55201,5,entree,
55201,0,entree,
55201,10,entree,
55201,13,side,
55201,14,side,
55202,17,appetizer,
55203,1,entree,
55203,13,side,
55204,3,entree,
55204,9,entree,
55204,3,entree,
55204,13,side,
55205,16,appetizer,
55206,18,appetizer,
55207,28,drink,medium
55208,18,appetizer,
55209,23,drink,medium
55210,10,entree,
55210,15,side,
55211,18,appetizer,
55212,21,drink,medium
55213,100,entree,
55213,13,side,
55214,6,entree,
55214,0,entree,
55214,7,entree,
55214,15,side,
55214,13,side,
55215,29,drink,large
55216,5,entree,
55216,15,side,
55217,3,entree,
55217,4,entree,
55217,8,entree,
55217,13,side,
55218,3,entree,
55218,5,entree,
55218,14,side,
55219,6,a la carte,large
55220,36,bottle,
55221,3,entree,
55221,8,entree,
55221,14,side,
55222,24,drink,medium
55223,18,appetizer,
55224,0,entree,
55224,100,entree,
55224,8,entree,
55224,15,side,
55224,13,side,
55225,11,entree,
55225,10,entree,
55225,4,entree,
55225,13,side,
55225,12,side,
55226,17,appetizer,
55227,37,bottle,
55228,2,entree,
55228,9,entree,
55228,13,side,
55229,1,entree,
55229,14,side,
55230,0,entree,
55230,5,entree,
55230,6,entree,
55230,14,side,
55231,4,a la carte,medium
55232,16,appetizer,
55233,1,entree,
55233,7,entree,
55233,12,side,
55234,16,appetizer,
55235,11,entree,
55235,0,entree,
55235,13,side,
55236,11,entree,
55236,100,entree,
55236,9,entree,
55236,14,side,
55237,35,bottle,
55238,6,entree,
55238,9,entree,
55238,5,entree,
55238,14,side,
55238,13,side,
55239,5,a la carte,medium
55240,11,entree,
55240,3,entree,
55240,0,entree,
55240,12,side,
55240,13,side,
55241,15,a la carte,large
55242,4,entree,
55242,4,entree,
55242,3,entree,
55242,14,side,
55243,7,entree,
55243,100,entree,
55243,4,entree,
55243,15,side,
55244,29,drink,medium
55245,11,entree,
55245,12,side,
55246,6,entree,
55246,12,side,
55247,100,entree,
55247,6,entree,
55247,13,side,
55248,5,entree,
55248,12,side,
55249,16,appetizer,
55250,7,entree,
55250,3,entree,
55250,7,entree,
55250,15,side,
55250,12,side,
55251,2,entree,
55251,5,entree,
55251,14,side,
55252,35,bottle,
55253,4,a la carte,large
55254,12,a la carte,large
55255,36,bottle,
55256,3,a la carte,small
55257,15,a la carte,medium
55258,16,appetizer,
55259,0,entree,
55259,9,entree,
55259,12,side,
55260,11,a la carte,medium
55261,1,entree,
55261,0,entree,
55261,14,side,
55262,5,entree,
55262,15,side,
55263,0,entree,
55263,7,entree,
55263,9,entree,
55263,12,side,
55264,100,entree,
55264,100,entree,
55264,10,entree,
55264,12,side,
55264,14,side,
55265,37,bottle,
55266,7,entree,
55266,3,entree,
55266,1,entree,
55266,15,side,
55267,18,appetizer,
55268,8,entree,
55268,100,entree,
55268,11,entree,
55268,12,side,
55268,13,side,
55269,100,a la carte,medium
55270,17,appetizer,
55271,4,entree,
55271,9,entree,
55271,15,side,
55272,3,entree,
55272,9,entree,
55272,10,entree,
55272,13,side,
55273,8,entree,
55273,8,entree,
55273,14,side,
55274,5,entree,
55274,2,entree,
55274,3,entree,
55274,13,side,
55275,100,entree,
55275,8,entree,
55275,10,entree,
55275,15,side,
55275,13,side,
55276,4,entree,
55276,7,entree,
55276,8,entree,
55276,14,side,
55277,11,entree,
55277,4,entree,
55277,100,entree,
55277,12,side,
55278,17,appetizer,
55279,9,entree,
55279,13,side,
55280,6,entree,
55280,5,entree,
55280,100,entree,
55280,13,side,
55281,0,entree,
55281,9,entree,
55281,7,entree,
55281,14,side,
55282,2,entree,
55282,4,entree,
55282,11,entree,
55282,13,side,
55282,13,side,
55283,9,entree,
55283,100,entree,
55283,10,entree,
55283,15,side,
55283,15,side,
55284,11,a la carte,small
55285,4,entree,
55285,4,entree,
55285,14,side,
55286,0,entree,
55286,3,entree,
55286,0,entree,
55286,12,side,
55286,12,side,
55287,0,entree,
55287,12,side,
55288,9,entree,
55288,5,entree,
55288,11,entree,
55288,13,side,
55288,15,side,
55289,33,drink,medium
55290,29,drink,small
55291,0,entree,
55291,5,entree,
55291,2,entree,
55291,14,side,
55292,37,bottle,
55293,36,bottle,
55294,0,entree,
55294,13,side,
55295,18,appetizer,
55296,0,entree,
55296,13,side,
55297,12,a la carte,medium
55298,16,appetizer,
55299,0,entree,
55299,15,side,
55300,24,drink,small
55301,1,entree,
55301,6,entree,
55301,4,entree,
55301,12,side,
55302,23,drink,medium
55303,2,entree,
55303,10,entree,
55303,12,side,
55304,1,entree,
55304,0,entree,
55304,4,entree,
55304,13,side,
55304,14,side,
55305,100,entree,
55305,3,entree,
55305,100,entree,
55305,13,side,
55306,2,entree,
55306,1,entree,
55306,10,entree,
55306,14,side,
55307,100,entree,
55307,13,side,
55308,18,appetizer,
55309,35,bottle,
55310,9,a la carte,small
55311,100,a la carte,small
55312,3,entree,
55312,12,side,
55313,17,appetizer,
55314,28,drink,medium
55315,4,entree,
55315,12,side,
55316,10,a la carte,medium
55317,19,drink,medium
55318,25,drink,large
55319,36,bottle,
55320,8,entree,
55320,2,entree,
55320,15,side,
55321,100,a la carte,large
55322,37,bottle,
55323,35,bottle,
55324,8,entree,
55324,6,entree,
55324,11,entree,
55324,15,side,
55324,12,side,
55325,16,appetizer,
55326,9,entree,
55326,1,entree,
55326,10,entree,
55326,15,side,
55326,12,side,
55327,2,entree,
55327,0,entree,
55327,11,entree,
55327,15,side,
55327,13,side,
55328,10,entree,
55328,5,entree,
55328,7,entree,
55328,12,side,
55329,4,entree,
55329,5,entree,
55329,1,entree,
55329,12,side,
55329,14,side,
55330,35,bottle,
55331,4,a la carte,medium
55332,6,entree,
55332,2,entree,
55332,8,entree,
55332,13,side,
55333,27,drink,small
55334,0,entree,
55334,14,side,
55335,5,a la carte,medium
55336,36,bottle,
55337,8,entree,
55337,2,entree,
55337,6,entree,
55337,14,side,
55337,15,side,
55338,6,entree,
55338,11,entree,
55338,12,side,
55339,16,appetizer,
55340,9,entree,
55340,13,side,
55341,4,a la carte,small
55342,7,a la carte,medium
55343,100,a la carte,medium
55344,7,entree,
55344,13,side,
55345,32,drink,medium
55346,3,entree,
55346,10,entree,
55346,12,side,
55347,6,entree,
55347,15,side,
55348,9,entree,
55348,12,side,
55349,1,entree,
55349,12,side,
55350,35,bottle,
55351,4,entree,
55351,0,entree,
55351,13,side,
55352,36,bottle,
55353,0,entree,
55353,9,entree,
55353,7,entree,
55353,13,side,
55353,15,side,
55354,37,bottle,
55355,9,entree,
55355,10,entree,
55355,15,side,
55356,11,entree,
55356,0,entree,
55356,3,entree,
55356,14,side,
55357,3,entree,
55357,11,entree,
55357,0,entree,
55357,12,side,
55357,13,side,
55358,13,a la carte,large
55359,100,entree,
55359,1,entree,
55359,12,side,
55360,7,entree,
55360,14,side,
55361,20,drink,large
55362,16,appetizer,
55363,3,entree,
55363,4,entree,
55363,5,entree,
55363,14,side,
55363,14,side,
55364,7,entree,
55364,5,entree,
55364,15,side,
55365,100,entree,
55365,0,entree,
55365,8,entree,
55365,12,side,
55366,7,entree,
55366,3,entree,
55366,14,side,
55367,37,bottle,
55368,5,entree,
55368,4,entree,
55368,9,entree,
55368,15,side,
55368,12,side,
55369,8,entree,
55369,5,entree,
55369,7,entree,
55369,15,side,
55370,29,drink,large
55371,8,entree,
55371,0,entree,
55371,7,entree,
55371,15,side,
55371,14,side,
55372,2,entree,
55372,0,entree,
55372,9,entree,
55372,13,side,
55372,12,side,
55373,28,drink,medium
55374,10,entree,
55374,7,entree,
55374,3,entree,
55374,14,side,
55374,13,side,
55375,5,entree,
55375,6,entree,
55375,3,entree,
55375,12,side,
55375,13,side,
55376,4,entree,
55376,13,side,
55377,11,entree,
55377,10,entree,
55377,14,side,
55378,6,entree,
55378,7,entree,
55378,5,entree,
55378,13,side,
55378,15,side,
55379,8,entree,
55379,13,side,
55380,34,drink,medium
55381,36,bottle,
55382,29,drink,large
55383,9,a la carte,medium
55384,12,a la carte,medium
55385,0,entree,
55385,7,entree,
55385,10,entree,
55385,12,side,
55385,14,side,
55386,0,entree,
55386,9,entree,
55386,4,entree,
55386,14,side,
55387,7,entree,
55387,9,entree,
55387,11,entree,
55387,12,side,
55388,2,entree,
55388,14,side,
55389,2,entree,
55389,9,entree,
55389,5,entree,
55389,15,side,
55390,5,entree,
55390,3,entree,
55390,10,entree,
55390,15,side,
55391,2,entree,
55391,7,entree,
55391,0,entree,
55391,15,side,
55392,100,a la carte,large
55393,36,bottle,
55394,18,appetizer,
55395,18,appetizer,
55396,5,a la carte,large
55397,0,a la carte,medium
55398,12,a la carte,large
55399,8,entree,
55399,5,entree,
55399,15,side,
55400,3,entree,
55400,14,side,
55401,18,appetizer,
55402,3,a la carte,medium
55403,24,drink,small
55404,1,entree,
55404,10,entree,
55404,3,entree,
55404,13,side,
55404,15,side,
55405,15,a la carte,medium
55406,1,a la carte,large
55407,6,entree,
55407,7,entree,
55407,2,entree,
55407,14,side,
55408,8,entree,
55408,10,entree,
55408,15,side,
55409,36,bottle,
55410,17,appetizer,
55411,36,bottle,
55412,24,drink,large
55413,36,bottle,
55414,11,entree,
55414,100,entree,
55414,2,entree,
55414,13,side,
55414,13,side,
55415,16,appetizer,
55416,100,entree,
55416,14,side,
55417,0,entree,
55417,6,entree,
55417,6,entree,
55417,12,side,
55418,8,entree,
55418,10,entree,
55418,14,side,
55419,2,a la carte,medium
55420,3,entree,
55420,7,entree,
55420,1,entree,
55420,15,side,
55421,0,entree,
55421,4,entree,
55421,12,side,
55422,18,appetizer,
55423,5,entree,
55423,15,side,
55424,4,entree,
55424,15,side,
55425,0,entree,
55425,11,entree,
55425,14,side,
55426,6,entree,
55426,7,entree,
55426,11,entree,
55426,13,side,
55427,3,entree,
55427,14,side,
55428,3,a la carte,large
55429,8,a la carte,small
55430,4,entree,
55430,12,side,
55431,36,bottle,
55432,3,entree,
55432,10,entree,
55432,13,side,
55433,8,entree,
55433,4,entree,
55433,11,entree,
55433,13,side,
55434,11,entree,
55434,14,side,
55435,30,drink,medium
55436,17,appetizer,
55437,6,a la carte,small
55438,4,entree,
55438,1,entree,
55438,10,entree,
55438,13,side,
55438,15,side,
55439,5,entree,
55439,15,side,
55440,36,bottle,
55441,6,entree,
55441,5,entree,
55441,13,side,
55442,5,entree,
55442,9,entree,
55442,11,entree,
55442,12,side,
55443,10,a la carte,medium
55444,23,drink,medium
55445,6,a la carte,small
55446,100,entree,
55446,5,entree,
55446,12,side,
55447,26,drink,small
55448,0,a la carte,medium
55449,16,appetizer,
55450,1,entree,
55450,12,side,
55451,17,appetizer,
55452,5,entree,
55452,14,side,
55453,2,entree,
55453,3,entree,
55453,4,entree,
55453,14,side,
55454,3,entree,
55454,11,entree,
55454,1,entree,
55454,15,side,
55455,6,a la carte,medium
55456,26,drink,large
55457,35,bottle,
55458,11,entree,
55458,1,entree,
55458,13,side,
55459,18,appetizer,
55460,2,entree,
55460,3,entree,
55460,12,side,
55461,10,entree,
55461,3,entree,
55461,14,side,
55462,2,entree,
55462,3,entree,
55462,6,entree,
55462,14,side,
55462,12,side,
55463,35,bottle,
55464,35,bottle,
55465,0,entree,
55465,12,side,
55466,16,appetizer,
55467,9,a la carte,small
55468,5,entree,
55468,100,entree,
55468,15,side,
55469,1,entree,
55469,9,entree,
55469,12,side,
55470,5,entree,
55470,100,entree,
55470,8,entree,
55470,15,side,
55470,12,side,
55471,18,appetizer,
55472,16,appetizer,
55473,3,a la carte,medium
55474,4,entree,
55474,9,entree,
55474,5,entree,
55474,12,side,
55475,100,entree,
55475,10,entree,
55475,10,entree,
55475,14,side,
55475,14,side,
55476,3,entree,
55476,15,side,
55477,8,entree,
55477,11,entree,
55477,12,side,
55478,6,entree,
55478,11,entree,
55478,11,entree,
55478,12,side,
55479,26,drink,medium
55480,7,entree,
55480,11,entree,
55480,1,entree,
55480,13,side,
55480,13,side,
55481,10,entree,
55481,1,entree,
55481,13,side,
55482,20,drink,large
55483,4,a la carte,medium
55484,29,drink,small
55485,10,entree,
55485,3,entree,
55485,100,entree,
55485,15,side,
55486,8,entree,
55486,13,side,
55487,36,bottle,
55488,15,a la carte,medium
55489,24,drink,small
55490,100,entree,
55490,12,side,
55491,31,drink,small
55492,12,a la carte,large
55493,25,drink,medium
55494,11,a la carte,large
55495,2,entree,
55495,10,entree,
55495,14,side,
55496,27,drink,small
55497,8,entree,
55497,3,entree,
55497,6,entree,
55497,13,side,
55497,12,side,
55498,2,entree,
55498,4,entree,
55498,5,entree,
55498,13,side,
55498,15,side,
55499,11,a la carte,medium
55500,36,bottle,
55501,16,appetizer,
55502,18,appetizer,
55503,3,entree,
55503,4,entree,
55503,100,entree,
55503,12,side,
55504,33,drink,large
55505,7,a la carte,medium
55506,37,bottle,
55507,4,entree,
55507,6,entree,
55507,14,side,
55508,0,entree,
55508,0,entree,
55508,0,entree,
55508,14,side,
55509,26,drink,small
55510,4,entree,
55510,11,entree,
55510,5,entree,
55510,12,side,
55511,0,a la carte,medium
55512,8,entree,
55512,7,entree,
55512,15,side,
55513,4,entree,
55513,15,side,
55514,37,bottle,
55515,100,entree,
55515,14,side,
55516,5,entree,
55516,13,side,
55517,18,appetizer,
55518,2,entree,
55518,7,entree,
55518,1,entree,
55518,12,side,
55518,14,side,
55519,23,drink,large
55520,34,drink,medium
55521,30,drink,large
55522,0,a la carte,small
55523,3,entree,
55523,15,side,
55524,0,entree,
55524,13,side,
55525,6,entree,
55525,5,entree,
55525,14,side,
55526,7,entree,
55526,8,entree,
55526,4,entree,
55526,13,side,
55527,5,entree,
55527,13,side,
55528,30,drink,large
55529,26,drink,large
55530,20,drink,medium
55531,6,entree,
55531,3,entree,
55531,3,entree,
55531,13,side,
55531,15,side,
55532,36,bottle,
55533,22,drink,medium
55534,6,a la carte,large
55535,36,bottle,
55536,9,entree,
55536,10,entree,
55536,13,side,
55537,19,drink,large
55538,2,entree,
55538,12,side,
55539,100,entree,
55539,13,side,
55540,1,entree,
55540,8,entree,
55540,6,entree,
55540,13,side,
55540,12,side,
55541,36,bottle,
55542,0,entree,
55542,3,entree,
55542,1,entree,
55542,12,side,
55543,18,appetizer,
55544,10,entree,
55544,9,entree,
55544,7,entree,
55544,13,side,
55545,27,drink,medium
55546,8,entree,
55546,100,entree,
55546,3,entree,
55546,14,side,
55546,12,side,
55547,8,entree,
55547,10,entree,
55547,8,entree,
55547,14,side,
55547,12,side,
55548,10,entree,
55548,9,entree,
55548,14,side,
55549,10,entree,
55549,12,side,
55550,2,entree,
55550,100,entree,
55550,10,entree,
55550,12,side,
55551,16,appetizer,
55552,8,entree,
55552,7,entree,
55552,1,entree,
55552,12,side,
55552,15,side,
55553,100,entree,
55553,6,entree,
55553,3,entree,
55553,12,side,
55553,12,side,
55554,16,appetizer,
55555,9,entree,
55555,1,entree,
55555,100,entree,
55555,13,side,
55555,14,side,
55556,9,a la carte,small
55557,21,drink,small
55558,35,bottle,
55559,8,entree,
55559,6,entree,
55559,9,entree,
55559,12,side,
55560,11,entree,
55560,10,entree,
55560,9,entree,
55560,14,side,
55560,13,side,
55561,16,appetizer,
55562,9,entree,
55562,1,entree,
55562,13,side,
55563,34,drink,large
55564,32,drink,small
55565,7,entree,
55565,7,entree,
55565,14,side,
55566,35,bottle,
55567,32,drink,medium
55568,3,entree,
55568,5,entree,
55568,100,entree,
55568,15,side,
55568,12,side,
55569,0,entree,
55569,8,entree,
55569,4,entree,
55569,15,side,
55570,3,entree,
55570,8,entree,
55570,6,entree,
55570,13,side,
55571,100,entree,
55571,4,entree,
55571,3,entree,
55571,15,side,
55572,1,entree,
55572,6,entree,
55572,7,entree,
55572,15,side,
55573,4,entree,
55573,2,entree,
55573,12,side,
55574,9,entree,
55574,7,entree,
55574,3,entree,
55574,15,side,
55574,15,side,
55575,35,bottle,
55576,9,entree,
55576,9,entree,
55576,15,side,
55577,0,entree,
55577,0,entree,
55577,2,entree,
55577,13,side,
55578,10,entree,
55578,12,side,
55579,2,entree,
55579,3,entree,
55579,1,entree,
55579,12,side,
55579,15,side,
55580,9,entree,
55580,3,entree,
55580,4,entree,
55580,13,side,
55581,10,entree,
55581,4,entree,
55581,1,entree,
55581,15,side,
55581,15,side,
55582,3,entree,
55582,11,entree,
55582,6,entree,
55582,15,side,
55583,8,entree,
55583,3,entree,
55583,14,side,
55584,3,entree,
55584,9,entree,
55584,2,entree,
55584,12,side,
55584,12,side,
55585,8,a la carte,small
55586,34,drink,small
55587,4,a la carte,medium
55588,1,a la carte,small
55589,8,entree,
55589,0,entree,
55589,12,side,
55590,5,entree,
55590,9,entree,
55590,10,entree,
55590,15,side,
55591,11,entree,
55591,15,side,
55592,9,entree,
55592,7,entree,
55592,12,side,
55593,8,entree,
55593,100,entree,
55593,15,side,
55594,15,a la carte,medium
55595,24,drink,small
55596,12,a la carte,medium
55597,9,entree,
55597,10,entree,
55597,15,side,
55598,18,appetizer,
55599,29,drink,large
55600,14,a la carte,large
55601,36,bottle,
55602,6,entree,
55602,15,side,
55603,20,drink,medium
55604,4,entree,
55604,1,entree,
55604,0,entree,
55604,14,side,
55604,13,side,
55605,2,entree,
55605,5,entree,
55605,13,side,
55606,35,bottle,
55607,0,entree,
55607,6,entree,
55607,15,side,
55608,14,a la carte,medium
55609,37,bottle,
55610,8,entree,
55610,3,entree,
55610,2,entree,
55610,15,side,
55610,12,side,
55611,6,entree,
55611,14,side,
55612,35,bottle,
55613,16,appetizer,
55614,17,appetizer,
55615,3,entree,
55615,8,entree,
55615,2,entree,
55615,13,side,
55616,0,entree,
55616,7,entree,
55616,1,entree,
55616,12,side,
55616,13,side,
55617,5,a la carte,small
55618,36,bottle,
55619,9,entree,
55619,12,side,
55620,9,a la carte,small
55621,32,drink,large
55622,3,entree,
55622,4,entree,
55622,9,entree,
55622,15,side,
55623,16,appetizer,
55624,8,entree,
55624,4,entree,
55624,8,entree,
55624,12,side,
55625,0,entree,
55625,7,entree,
55625,0,entree,
55625,15,side,
55625,13,side,
55626,3,entree,
55626,8,entree,
55626,6,entree,
55626,12,side,
55627,5,entree,
55627,4,entree,
55627,13,side,
55628,16,appetizer,
55629,11,entree,
55629,13,side,
55630,7,entree,
55630,13,side,
55631,19,drink,large
55632,7,entree,
55632,9,entree,
55632,100,entree,
55632,15,side,
55632,14,side,
55633,0,entree,
55633,10,entree,
55633,0,entree,
55633,14,side,
55633,14,side,
55634,18,appetizer,
55635,2,entree,
55635,2,entree,
55635,3,entree,
55635,14,side,
55635,13,side,
55636,34,drink,medium
55637,4,entree,
55637,6,entree,
